apk,lang,source,version,extension_class_refs,i18n_files,detected_multisrc
tachiyomi-en.ohjoysextoy-v1.4.2.apk,en,ohjoysextoy,1.4.2,6,,
tachiyomi-en.omegascans-v1.4.47.apk,en,omegascans,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,
tachiyomi-en.onemangaco-v1.4.34.apk,en,onemangaco,1.4.34,3,,
tachiyomi-en.onemangainfo-v1.4.34.apk,en,onemangainfo,1.4.34,3,,
tachiyomi-en.onepunchmanonline-v1.4.1.apk,en,onepunchmanonline,1.4.1,5,,
tachiyomi-en.oots-v1.4.2.apk,en,oots,1.4.2,5,,
tachiyomi-en.oppaistream-v1.4.3.apk,en,oppaistream,1.4.3,15,,
tachiyomi-en.paradisescans-v1.4.18.apk,en,paradisescans,1.4.18,5,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.paragonscans-v1.4.45.apk,en,paragonscans,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.paritehaber-v1.4.45.apk,en,paritehaber,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.patchfriday-v1.4.2.apk,en,patchfriday,1.4.2,6,,
tachiyomi-en.pawmanga-v1.4.45.apk,en,pawmanga,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.petrotechsociety-v1.4.45.apk,en,petrotechsociety,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.philiascans-v1.4.46.apk,en,philiascans,1.4.46,8,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.platinumcrown-v1.4.46.apk,en,platinumcrown,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.plutoscans-v1.4.46.apk,en,plutoscans,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.pmscans-v1.4.37.apk,en,pmscans,1.4.37,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.porncomix-v1.4.47.apk,en,porncomix,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.qiscans-v1.4.16.apk,en,qiscans,1.4.16,14,,
tachiyomi-en.questionablecontent-v1.4.9.apk,en,questionablecontent,1.4.9,9,,
tachiyomi-en.ragescans-v1.4.31.apk,en,ragescans,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.rainofsnow-v1.4.8.apk,en,rainofsnow,1.4.8,6,,
tachiyomi-en.randowiz-v1.4.1.apk,en,randowiz,1.4.1,8,,
tachiyomi-en.ravenscans-v1.4.32.apk,en,ravenscans,1.4.32,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.razure-v1.4.30.apk,en,razure,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.rdscans-v1.4.45.apk,en,rdscans,1.4.45,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.readallcomicscom-v1.4.6.apk,en,readallcomicscom,1.4.6,9,,
tachiyomi-en.readattackontitanshingekinokyojinmanga-v1.4.11.apk,en,readattackontitanshingekinokyojinmanga,1.4.11,5,,
tachiyomi-en.readberserkmanga-v1.4.6.apk,en,readberserkmanga,1.4.6,4,,
tachiyomi-en.readblackclovermangaonline-v1.4.6.apk,en,readblackclovermangaonline,1.4.6,3,,
tachiyomi-en.readbokunoheroacademiamyheroacademiamanga-v1.4.8.apk,en,readbokunoheroacademiamyheroacademiamanga,1.4.8,4,,
tachiyomi-en.readchainsawmanmangaonline-v1.4.7.apk,en,readchainsawmanmangaonline,1.4.7,3,,
tachiyomi-en.readcomiconline-v1.4.38.apk,en,readcomiconline,1.4.38,24,,
tachiyomi-en.readcomicsonline-v1.4.12.apk,en,readcomicsonline,1.4.12,3,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,
tachiyomi-en.readfairytailedenszeromangaonline-v1.4.7.apk,en,readfairytailedenszeromangaonline,1.4.7,3,,
tachiyomi-en.readfreecomics-v1.4.45.apk,en,readfreecomics,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.readhaikyuumangaonline-v1.4.6.apk,en,readhaikyuumangaonline,1.4.6,3,,
tachiyomi-en.readjujutsukaisenmangaonline-v1.4.7.apk,en,readjujutsukaisenmangaonline,1.4.7,4,,
tachiyomi-en.readkingdommangaonline-v1.4.6.apk,en,readkingdommangaonline,1.4.6,3,,
tachiyomi-en.readnanatsunotaizai7deadlysinsmangaonline-v1.4.8.apk,en,readnanatsunotaizai7deadlysinsmangaonline,1.4.8,4,,
tachiyomi-en.readnarutoborutosamurai8mangaonline-v1.4.7.apk,en,readnarutoborutosamurai8mangaonline,1.4.7,3,,
tachiyomi-en.readonepiecemangaonline-v1.4.6.apk,en,readonepiecemangaonline,1.4.6,3,,
tachiyomi-en.readonepunchmanmangaonlinetwo-v1.4.6.apk,en,readonepunchmanmangaonlinetwo,1.4.6,6,,
tachiyomi-en.readsololevelingmangamanhwaonline-v1.4.8.apk,en,readsololevelingmangamanhwaonline,1.4.8,4,,
tachiyomi-en.readtokyoghoulretokyoghoulmangaonline-v1.4.9.apk,en,readtokyoghoulretokyoghoulmangaonline,1.4.9,4,,
tachiyomi-en.readvagabondmanga-v1.4.1.apk,en,readvagabondmanga,1.4.1,17,,
tachiyomi-en.reallifecomics-v1.4.2.apk,en,reallifecomics,1.4.2,8,,
tachiyomi-en.resetscans-v1.4.55.apk,en,resetscans,1.4.55,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.restscans-v1.4.30.apk,en,restscans,1.4.30,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.retsu-v1.4.46.apk,en,retsu,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.rinkocomics-v1.4.1.apk,en,rinkocomics,1.4.1,19,,
tachiyomi-en.ritharscans-v1.4.19.apk,en,ritharscans,1.4.19,8,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.rizzcomic-v1.4.42.apk,en,rizzcomic,1.4.42,20,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.rizzcomicunoriginal-v1.4.30.apk,en,rizzcomicunoriginal,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.rokaricomics-v1.4.32.apk,en,rokaricomics,1.4.32,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.roliascan-v1.4.7.apk,en,roliascan,1.4.7,22,,
tachiyomi-en.rosesquadscans-v1.4.45.apk,en,rosesquadscans,1.4.45,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.ryumanga-v1.4.18.apk,en,ryumanga,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.s2manga-v1.4.48.apk,en,s2manga,1.4.48,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.sanascans-v1.4.17.apk,en,sanascans,1.4.17,24,,
tachiyomi-en.saturdaymorningbreakfastcomics-v1.4.2.apk,en,saturdaymorningbreakfastcomics,1.4.2,8,,
tachiyomi-en.schlockmercenary-v1.4.1.apk,en,schlockmercenary,1.4.1,9,,
tachiyomi-en.sectscans-v1.4.45.apk,en,sectscans,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.setsuscans-v1.4.47.apk,en,setsuscans,1.4.47,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.shibamanga-v1.4.45.apk,en,shibamanga,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.shojoscans-v1.4.33.apk,en,shojoscans,1.4.33,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.shootingstarscans-v1.4.45.apk,en,shootingstarscans,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.sirenscans-v1.4.18.apk,en,sirenscans,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.sitemanga-v1.4.45.apk,en,sitemanga,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.skymanga-v1.4.30.apk,en,skymanga,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.sleepytranslations-v1.4.46.apk,en,sleepytranslations,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.solarandsundry-v1.4.2.apk,en,solarandsundry,1.4.2,11,,
tachiyomi-en.spiderscans-v1.4.46.apk,en,spiderscans,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.spmanhwa-v1.4.45.apk,en,spmanhwa,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.spyfakku-v1.4.13.apk,en,spyfakku,1.4.13,62,,
tachiyomi-en.stonescape-v1.4.47.apk,en,stonescape,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.sunshinebutterflyscans-v1.4.38.apk,en,sunshinebutterflyscans,1.4.38,41,,
tachiyomi-en.supermega-v1.4.3.apk,en,supermega,1.4.3,8,,
tachiyomi-en.suryascans-v1.4.49.apk,en,suryascans,1.4.49,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.swordscomic-v1.4.5.apk,en,swordscomic,1.4.5,4,,
tachiyomi-en.taadd-v1.4.1.apk,en,taadd,1.4.1,24,,
tachiyomi-en.tapastic-v1.4.24.apk,en,tapastic,1.4.24,38,,
tachiyomi-en.tappytoonnet-v1.4.45.apk,en,tappytoonnet,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.tcbscans-v1.4.11.apk,en,tcbscans,1.4.11,8,,
tachiyomi-en.tcbscansunoriginal-v1.4.30.apk,en,tcbscansunoriginal,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.templescan-v1.4.47.apk,en,templescan,1.4.47,41,,
tachiyomi-en.theblank-v1.4.53.apk,en,theblank,1.4.53,76,,
tachiyomi-en.theduckwebcomics-v1.4.2.apk,en,theduckwebcomics,1.4.2,19,,
tachiyomi-en.thepropertyofhate-v1.4.4.apk,en,thepropertyofhate,1.4.4,4,,
tachiyomi-en.todaymanga-v1.4.1.apk,en,todaymanga,1.4.1,10,,
tachiyomi-en.toonchill-v1.4.46.apk,en,toonchill,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.toongod-v1.4.50.apk,en,toongod,1.4.50,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.toonily-v1.4.59.apk,en,toonily,1.4.59,7,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.toonilyme-v1.4.20.apk,en,toonilyme,1.4.20,4,,
tachiyomi-en.toonitube-v1.4.20.apk,en,toonitube,1.4.20,4,,
tachiyomi-en.toonizy-v1.4.45.apk,en,toonizy,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.topmanhua-v1.4.50.apk,en,topmanhua,1.4.50,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.topmanhuanet-v1.4.45.apk,en,topmanhuanet,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.topreadmanhwa-v1.4.45.apk,en,topreadmanhwa,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.tritiniascans-v1.4.49.apk,en,tritiniascans,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.utoon-v1.4.48.apk,en,utoon,1.4.48,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.valirscans-v1.4.18.apk,en,valirscans,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.vanillascans-v1.4.12.apk,en,vanillascans,1.4.12,4,,
tachiyomi-en.vgperson-v1.4.6.apk,en,vgperson,1.4.6,7,,
tachiyomi-en.vizshonenjump-v1.4.22.apk,en,vizshonenjump,1.4.22,41,,
tachiyomi-en.voyceme-v1.4.4.apk,en,voyceme,1.4.4,64,,
tachiyomi-en.vyvymanga-v1.4.38.apk,en,vyvymanga,1.4.38,18,,
tachiyomi-en.vyvymangaorg-v1.4.45.apk,en,vyvymangaorg,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.warforrayuba-v1.4.2.apk,en,warforrayuba,1.4.2,21,,
tachiyomi-en.wearehunger-v1.4.45.apk,en,wearehunger,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.webcomics-v1.4.8.apk,en,webcomics,1.4.8,30,,
tachiyomi-en.webdexscans-v1.4.46.apk,en,webdexscans,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.webniichan-v1.4.45.apk,en,webniichan,1.4.45,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.webnovel-v1.4.13.apk,en,webnovel,1.4.13,71,,
tachiyomi-en.webtoonscan-v1.4.45.apk,en,webtoonscan,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.webtoonxyz-v1.4.49.apk,en,webtoonxyz,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.weebcentral-v1.4.17.apk,en,weebcentral,1.4.17,22,,
tachiyomi-en.whalemanga-v1.4.45.apk,en,whalemanga,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.witchscans-v1.4.30.apk,en,witchscans,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.woopread-v1.4.46.apk,en,woopread,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.writerscans-v1.4.18.apk,en,writerscans,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.wuxiaworld-v1.4.46.apk,en,wuxiaworld,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.xoxocomics-v1.4.12.apk,en,xoxocomics,1.4.12,6,assets/i18n/messages_en.properties;assets/i18n/messages_ja.properties;assets/i18n/messages_vi.properties,wpcomics
tachiyomi-en.yakshacomics-v1.4.46.apk,en,yakshacomics,1.4.46,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.yakshascans-v1.4.47.apk,en,yakshascans,1.4.47,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.yaoihub-v1.4.45.apk,en,yaoihub,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.yaoiscan-v1.4.45.apk,en,yaoiscan,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.yaoitoon-v1.4.45.apk,en,yaoitoon,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.yorai-v1.4.1.apk,en,yorai,1.4.1,49,,
tachiyomi-en.zazamanga-v1.4.46.apk,en,zazamanga,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.zeroscans-v1.4.7.apk,en,zeroscans,1.4.7,83,,
tachiyomi-en.zinchanmanga-v1.4.48.apk,en,zinchanmanga,1.4.48,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.zinchanmangacom-v1.4.47.apk,en,zinchanmangacom,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.zinmanga-v1.4.47.apk,en,zinmanga,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.zinmanganet-v1.4.45.apk,en,zinmanganet,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.akaya-v1.4.1.apk,es,akaya,1.4.1,15,,
tachiyomi-es.apollcomics-v1.4.48.apk,es,apollcomics,1.4.48,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.asialotus-v1.4.30.apk,es,asialotus,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-es.barmanga-v1.4.53.apk,es,barmanga,1.4.53,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.begatranslation-v1.4.46.apk,es,begatranslation,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.bibliopanda-v1.4.47.apk,es,bibliopanda,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.bokugentranslation-v1.4.46.apk,es,bokugentranslation,1.4.46,9,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.brakeout-v1.4.3.apk,es,brakeout,1.4.3,21,,
tachiyomi-es.bymichiscan-v1.4.30.apk,es,bymichiscan,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-es.catharsisworld-v1.4.55.apk,es,catharsisworld,1.4.55,8,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.catmanhwas-v1.4.46.apk,es,catmanhwas,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.celestialmoon-v1.4.30.apk,es,celestialmoon,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-es.cerberusseries-v1.4.31.apk,es,cerberusseries,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-es.chochox-v1.4.2.apk,es,chochox,1.4.2,4,,
tachiyomi-es.codexzero-v1.4.46.apk,es,codexzero,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.colorcitoscan-v1.4.1.apk,es,colorcitoscan,1.4.1,4,,
tachiyomi-es.daprob-v1.4.45.apk,es,daprob,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.darkroomfansub-v1.4.11.apk,es,darkroomfansub,1.4.11,4,,zeistmanga
tachiyomi-es.datgarscanlation-v1.4.11.apk,es,datgarscanlation,1.4.11,4,,zeistmanga
tachiyomi-es.doujinclub-v1.4.3.apk,es,doujinclub,1.4.3,4,,
tachiyomi-es.doujinhentai-v1.4.47.apk,es,doujinhentai,1.4.47,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.doujinshell-v1.4.46.apk,es,doujinshell,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.dragontranslationorg-v1.4.45.apk,es,dragontranslationorg,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.emperorscan-v1.4.53.apk,es,emperorscan,1.4.53,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.escaneodeleyendas-v1.4.45.apk,es,escaneodeleyendas,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.esmi2manga-v1.4.45.apk,es,esmi2manga,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.eternalmangas-v1.4.13.apk,es,eternalmangas,1.4.13,4,,
tachiyomi-es.gistamishouse-v1.4.11.apk,es,gistamishouse,1.4.11,5,,zeistmanga
tachiyomi-es.gremorymangas-v1.4.30.apk,es,gremorymangas,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-es.hadesnofansub-v1.4.50.apk,es,hadesnofansub,1.4.50,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.haremdekira-v1.4.47.apk,es,haremdekira,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.heavenmanga-v1.4.8.apk,es,heavenmanga,1.4.8,23,,
tachiyomi-es.hentaimode-v1.4.3.apk,es,hentaimode,1.4.3,9,,
tachiyomi-es.houseofotakus-v1.4.45.apk,es,houseofotakus,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.ikigaimangas-v1.4.30.apk,es,ikigaimangas,1.4.30,76,,
tachiyomi-es.ikuhentai-v1.4.2.apk,es,ikuhentai,1.4.2,11,,
tachiyomi-es.infrafandub-v1.4.47.apk,es,infrafandub,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.inmanga-v1.4.3.apk,es,inmanga,1.4.3,19,,
tachiyomi-es.inmortalscan-v1.4.48.apk,es,inmortalscan,1.4.48,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.insanosscan-v1.4.30.apk,es,insanosscan,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-es.inventariooculto-v1.4.45.apk,es,inventariooculto,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.jeazscans-v1.4.63.apk,es,jeazscans,1.4.63,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.knightnoscanlation-v1.4.52.apk,es,knightnoscanlation,1.4.52,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.koinoboriscan-v1.4.39.apk,es,koinoboriscan,1.4.39,36,,
tachiyomi-es.lectorjpg-v1.4.45.apk,es,lectorjpg,1.4.45,16,,
tachiyomi-es.lectormangalat-v1.4.46.apk,es,lectormangalat,1.4.46,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.lectormonline-v1.4.1.apk,es,lectormonline,1.4.1,3,,
tachiyomi-es.lectortmo-v1.4.9.apk,es,lectortmo,1.4.9,36,,
tachiyomi-es.leercapitulo-v1.4.13.apk,es,leercapitulo,1.4.13,17,,
tachiyomi-es.leercomicsonline-v1.4.1.apk,es,leercomicsonline,1.4.1,9,,
tachiyomi-es.leermanga-v1.4.45.apk,es,leermanga,1.4.45,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.lmtoonline-v1.4.47.apk,es,lmtoonline,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.lolivault-v1.4.4.apk,es,lolivault,1.4.4,4,,foolslide
tachiyomi-es.mangacrab-v1.4.65.apk,es,mangacrab,1.4.65,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.mangaesp-v1.4.30.apk,es,mangaesp,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-es.mangamx-v1.4.17.apk,es,mangamx,1.4.17,14,,
tachiyomi-es.mangaromance-v1.4.45.apk,es,mangaromance,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-es.mangashiina-v1.4.31.apk,es,mangashiina,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-es.mangasin-v1.4.17.apk,es,mangasin,1.4.17,18,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,
